"SourceMarket","TradeGood","Category","SellArea","Price","MarketSignal","SourceUrl"
"Japan","Amethyst","Precious Stones","Southeast Asia","15300","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Amethyst","Precious Stones","The Balkans","41820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Amethyst","Precious Stones","The British Isles","41820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Amethyst","Precious Stones","The Near East","41820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Amethyst","Precious Stones","The Netherlands","41820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Amethyst","Precious Stones","Turkey","41820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Amethyst","Precious Stones","W Coast of Latin America","26520","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Amethyst","Precious Stones","West Africa","31620","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Arabia","29848","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Atlantic Ocean","26208","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Caribbean Sea","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","E Coast of Latin America","33488","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","East Africa","22568","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Germany","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Iberia","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","India","16744","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Indo-China","15288","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Italy and Southern France","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","North Africa","29848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","North America","22568","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Northern Europe","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Northern France","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Oceania","8736","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Persia","18928","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Southeast Asia","8736","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","The Balkans","51688","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","The British Isles","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","The Near East","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","The Netherlands","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","Turkey","37128","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","W Coast of Latin America","22568","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Aubergine","Luxury Goods","West Africa","26936","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Arabia","21736","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Atlantic Ocean","25916","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Caribbean Sea","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","E Coast of Latin America","34276","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","East Africa","24244","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Germany","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Iberia","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","India","19228","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Indo-China","9196","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Italy and Southern France","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","North Africa","30096","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","North America","25916","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Northern Europe","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Northern France","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Oceania","9196","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Persia","28424","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Southeast Asia","9196","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","The Balkans","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","The British Isles","50996","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","The Near East","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","The Netherlands","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","Turkey","38456","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","W Coast of Latin America","25916","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Calamus","Medicine","West Africa","26752","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Arabia","18512","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Atlantic Ocean","25632","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Caribbean Sea","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","E Coast of Latin America","32752","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","East Africa","22072","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Germany","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Iberia","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","India","25632","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Indo-China","8544","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Italy and Southern France","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","North Africa","29192","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","North America","22072","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Northern Europe","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Northern France","50552","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Oceania","8544","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Persia","18512","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Southeast Asia","8544","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","The Balkans","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","The British Isles","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","The Near East","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","The Netherlands","50552","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","Turkey","36312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","W Coast of Latin America","22072","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Cape Jasmine","Fragrances","West Africa","26344","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Arabia","22260","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Atlantic Ocean","27560","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Caribbean Sea","27560","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","E Coast of Latin America","16960","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","East Africa","22260","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Germany","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Iberia","50880","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","India","18020","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Indo-China","8480","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Italy and Southern France","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","North Africa","29680","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","North America","11660","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Northern Europe","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Northern France","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Oceania","8480","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Persia","32860","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Southeast Asia","8480","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","The Balkans","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","The British Isles","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","The Near East","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","The Netherlands","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","Turkey","41340","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","W Coast of Latin America","11660","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Iwami Silver","Precious Metals","West Africa","27560","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Arabia","21112","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Atlantic Ocean","41412","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Caribbean Sea","38164","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","E Coast of Latin America","34916","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","East Africa","17052","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Germany","51156","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Iberia","51156","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","India","18676","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Indo-China","9744","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Italy and Southern France","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","North Africa","29232","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","North America","23548","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Northern Europe","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Northern France","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Oceania","9744","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Persia","20300","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Southeast Asia","9744","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","The Balkans","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","The British Isles","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","The Near East","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","The Netherlands","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","Turkey","38976","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","W Coast of Latin America","23548","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Books","Sundries","West Africa","17052","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Arabia","21068","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Atlantic Ocean","23816","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Caribbean Sea","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","E Coast of Latin America","35724","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","East Africa","23816","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Germany","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Iberia","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","India","17404","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Indo-China","9160","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Italy and Southern France","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","North Africa","28396","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","North America","23816","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Northern Europe","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Northern France","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Oceania","9160","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Persia","21068","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Southeast Asia","9160","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","The Balkans","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","The British Isles","51296","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","The Near East","46716","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","The Netherlands","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","Turkey","37556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","W Coast of Latin America","23816","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Katana","Arms","West Africa","37556","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Arabia","19656","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Atlantic Ocean","27216","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Caribbean Sea","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","E Coast of Latin America","34776","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","East Africa","23436","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Germany","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Iberia","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","India","17388","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Indo-China","9072","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Italy and Southern France","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","North Africa","42336","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","North America","23436","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Northern Europe","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Northern France","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
